title,authors,tags,quality_rating,rating_label,key_review,confidence,reading_status,date_added
從黎明到衰頹：二十世紀終極歷史鉅著，史學大師巴森帶你追溯西方文化五百年史（穿線精裝＋雙絲帶典藏版，合冊）,Jacques Barzun,#台版、2. monde,5.0,文化史經典,原名 From Dawn to Decadence，文化史巨著，巴森畢生代表作,推測,,2025-06-15 08:29:20.788770
當呼吸化為空氣,Paul Kalanithi,#中譯、1. bio,4.0,暢銷回憶錄/醫療人文經典,登上紐約時報暢銷榜首多年，被視為醫療人文寫作經典，獲廣泛媒體與讀者好評,推測,,2025-06-15 08:29:20.857981
最後一個知識人,Lewis Dartnell,#台版、2. methodology,4.0,科普佳作,英國太空總署研究員，Sunday Times 年度新思維書籍，Times 年度科學書籍，Nature 好評,推測,,2025-06-15 08:29:20.904135
怪獸訓練肌力課程設計：打造最強壯版本的自己,何立安,#台版、3. health,4.0,台灣肌力訓練標竿,何立安體系代表作，台灣肌力體能圈標準教材,推測,,2025-06-15 08:29:20.953213
時間的秩序,Carlo Rovelli,#中譯、2. philosophy、2. sociology/science、有聲書,5.0,科普經典,原名 The Order of Time，理論物理學家，時間哲學與物理學交融，文筆優美,推測,,2025-06-17 08:26:26.906436
超智慧：AI風險的最佳解答,Nick Bostrom,#台版、1. non-fiction/紀實,4.0,AI 思想佳作,Oxford 哲學教授，NYT 暢銷書，Bill Gates/Elon Musk/Sam Altman 推薦，AI 風險研究里程碑,推測,,2025-06-17 08:26:27.181407
牧羊少年奇幻之旅 繪圖本,Paulo Coelho,#台版、1. fiction,3.0,暢銷好評,全球超級暢銷書，但文學評價與學術地位不高。原書名：The Alchemist,推測,,2025-06-18 04:30:23.345386
努力，但不費力,Greg McKeown,#台版、4. self-dev,3.0,流行暢銷,原名 Effortless，《少，但是更好》續作，延伸但非突破性作品,推測,read,2025-06-18 04:30:23.480308
國家為什麼會失敗,Daron Acemoglu| James A. Robinson,#台版、2. sociology/science、📚人為什麼反智,5.0,學科經典,2024 年諾貝爾經濟學獎得主著作，制度經濟學里程碑，WSJ/Washington Post 好評,推測,,2025-06-24 04:23:06.510403
芒格傳,Janet Lowe,#中譯、1. bio,4.0,投資人傳記,原名 Damn Right!，查理芒格傳記，價值投資圈經典,推測,,2025-06-24 04:29:19.636906
Sketching on Location Manual,Glenn Vilppu,3. aesthetic/design、#原文書,4.0,素描名師教材,動畫業傳奇繪畫教師 Vilppu 的現場速寫教材,推測,,2025-06-24 04:29:19.823339
死後四十種生活,David Eagleman,#台版、2. philosophy、1. fiction,3.0,暢銷好評,神經科學家的創意短篇，獨特但小眾。原書名：Sum: Forty Tales from the Afterlives,推測,pending,2025-06-24 04:29:19.959163
子彈思考整理術,Ryder Carroll,#台版、紙本書、4. self-dev,3.0,流行暢銷,原名 The Bullet Journal Method，系統創始人著作，有忠實追隨者,推測,read,2025-06-24 04:29:20.138141
人生４千個禮拜,Oliver Burkeman,#台版、2. philosophy、4. self-dev,4.0,哲學類佳作,原名 Four Thousand Weeks，NYT 暢銷，時間哲學取向獲高度好評,推測,,2025-06-24 04:29:20.489546
Vilppu Drawing Manual,Glenn Vilppu,3. aesthetic/design、#原文書,4.0,素描名師教材,Vilppu Drawing Manual，業界廣泛使用的人體素描教材,推測,,2025-06-24 04:29:20.636597
On Confidence,The School Of Life,2. philosophy、#原文書、#LLMs 翻譯,3.0,生活哲學小品,School of Life 小品，精緻但輕量,推測,read,2025-06-24 08:12:04.681629
虛構集,Jorge Luis Borges,#中譯、1. fiction,5.0,學科經典,世界文學正典，短篇小說藝術之巔峰。原書名：Ficciones,推測,,2025-06-24 08:12:04.724308
Apple in China: The Capture of the World's Greatest Company,Patrick McGee,#原文書、#LLMs 翻譯、1. non-fiction/紀實,4.0,重要商業報導,FT 記者的蘋果中國依存調查，2025 高度好評,推測,read,2025-06-25 12:09:24.380395
時間裡的癡人,Jennifer Egan,#台版、1. fiction,5.0,學科經典,2011年普立茲小說獎，結構創新的後現代傑作。原書名：A Visit from the Goon Squad,推測,DNF,2025-06-25 12:09:51.707628
數字力就是賺錢力,古屋悟司,紙本書,3.0,商業實用,日本花店經營者的數字經營法，輕量實用,推測,,0101-01-01 00:00:00
富爸爸，有錢有理,Robert T. Kiyosaki,紙本書,2.0,franchise 衍生,富爸爸系列衍生作，理財建議品質存疑,推測,,0101-01-01 00:00:00
財務自由，提早過你真正想過的生活,Grant Sabatier,紙本書,3.0,FIRE 實用,原名 Financial Freedom，FIRE 運動代表性指南,推測,,0101-01-01 00:00:00
把時間當作朋友,李笑來,紙本書,3.0,中國自助經典,李笑來最受推崇之作，心智與時間管理長銷,推測,,0101-01-01 00:00:00
通往財富自由之路,李笑來,紙本書,3.0,專欄集結,得到專欄集結，動機喊話多於方法,推測,,0101-01-01 00:00:00
統計學最強的商業武器【實踐篇】,西內啓,紙本書,3.0,統計普及,日本暢銷統計思維實踐篇，易讀實用,推測,,0101-01-01 00:00:00
會加減乘除就看得懂財務報表,Dawn Fotopulos,紙本書,3.0,財務入門,原名 Accounting for the Numberphobic，小企業財務入門,推測,,0101-01-01 00:00:00
黑天鵝效應,Nassim Nicholas Taleb,紙本書,5.0,現代思想經典,原名 The Black Swan，不確定性思想的當代經典,推測,,0101-01-01 00:00:00
隨機騙局,Nassim Nicholas Taleb,紙本書,4.0,重要前作,原名 Fooled by Randomness，Taleb 成名作，隨機性經典,推測,,0101-01-01 00:00:00
不對稱陷阱,Nassim Nicholas Taleb,紙本書,3.0,名家續作,原名 Skin in the Game，概念重要但論述鬆散，評價分歧,推測,,0101-01-01 00:00:00
The Adventures of Tom Sawyer,Mark Twain,紙本書,5.0,美國文學正典,原名 The Adventures of Tom Sawyer，馬克吐溫正典,推測,,0101-01-01 00:00:00
最後14堂星期二的課,Mitch Albom,紙本書,3.0,勵志暢銷經典,原名 Tuesdays with Morrie，全球現象級勵志暢銷,推測,,0101-01-01 00:00:00
旅行是為了放大生命的極限,Rolf Potts,紙本書,4.0,長期旅行聖經,原名 Vagabonding，長期旅行文化的定調之作,推測,,0101-01-01 00:00:00
左京都男子休日,男子休日委員會,紙本書,3.0,生活風格,台灣男子休日委員會的京都散策，風格小品,推測,,0101-01-01 00:00:00
過的還不錯的一年,Gretchen Rubin,紙本書,3.0,流行自助,原名 The Happiness Project，快樂實驗暢銷作,推測,,0101-01-01 00:00:00
無聊的魅力,Alain de Botton,紙本書,3.0,名家小品,de Botton 隨筆小品，機智輕量,推測,,0101-01-01 00:00:00
旅行的藝術,Alain de Botton,紙本書,4.0,旅行文學名作,原名 The Art of Travel，de Botton 最受推崇之作,推測,,0101-01-01 00:00:00
直到路的盡頭,張子午,紙本書,3.0,台灣紀實,報導者記者早期單車橫貫紀行，真誠之作,推測,,0101-01-01 00:00:00
死在這裡也不錯,馬家輝,紙本書,3.0,名家專欄,馬家輝旅行專欄集結，港式風流筆記,推測,,0101-01-01 00:00:00
街角那家唱片行,Rachel Joyce,紙本書,3.0,暢銷小說,原名 The Music Shop，療癒系暢銷小說,推測,,0101-01-01 00:00:00
你就是改變的起點,嚴長壽,紙本書,3.0,公共人物論述,嚴長壽台灣建言，影響一時的公共論述,推測,,0101-01-01 00:00:00
發現我的天才,Marcus Buckingham,紙本書,3.0,流行測評,原名 Now,推測,,0101-01-01 00:00:00
寂寞之井,Radclyffe Hall,紙本書,4.0,同志文學里程碑,原名 The Well of Loneliness，女同志文學開山經典,推測,,0101-01-01 00:00:00
蒙馬特遺書,邱妙津,紙本書,5.0,台灣同志文學正典,邱妙津代表作，台灣同志文學正典，影響深遠,推測,,0101-01-01 00:00:00
燕子,朱少麟,紙本書,3.0,台灣暢銷小說,朱少麟第二作，90年代台灣文壇暢銷,推測,,0101-01-01 00:00:00
傷心咖啡店之歌,朱少麟,紙本書,4.0,台灣世代經典,朱少麟成名作，90年代台灣都會世代的文化現象,推測,,0101-01-01 00:00:00
Word by Word Basic Picture Dictionary,Steven J. Molinsky,紙本書,3.0,語言教材,Molinsky 經典 ESL 圖解字典系列，實用教材,推測,,0101-01-01 00:00:00
黑天鵝語錄,Nassim Nicholas Taleb,紙本書,3.0,名家語錄,原名 The Bed of Procrustes，Taleb 格言集，輕量,推測,,0101-01-01 00:00:00
華頓商學院最受歡迎的談判課,Stuart Diamond,紙本書,3.0,談判暢銷,原名 Getting More，華頓談判課暢銷書,推測,,0101-01-01 00:00:00
動機，單純的力量,Daniel H. Pink,紙本書,3.0,流行心理,原名 Drive，內在動機理論普及暢銷作,推測,,0101-01-01 00:00:00
GRDigital 極致的浪漫,阿默,3. aesthetic/design、紙本書,,無法評估,GR Digital 同好攝影書，無公開評價可考,,,0101-01-01 00:00:00
身體調教聖經,Timothy Ferriss,紙本書,3.0,自我實驗暢銷,原名 The 4-Hour Body，自我實驗式健身暢銷，科學性鬆散,推測,,0101-01-01 00:00:00
賺錢，也賺幸福,Michael LeBoeuf,紙本書,3.0,理財通俗,原名 The Millionaire in You，通俗理財建議,推測,,0101-01-01 00:00:00
無腦理財術，小資大翻身,施昇輝,紙本書,3.0,台灣理財普及,施昇輝佛系理財法，親民實用,推測,,0101-01-01 00:00:00
投資大師羅傑斯給寶貝女兒的12封信,Jim Rogers,紙本書,3.0,投資名人小品,羅傑斯給女兒的人生投資信，輕量小品,推測,,0101-01-01 00:00:00
21世紀的21堂課,Yuval Noah Harari,紙本書,3.0,名家暢銷,原名 21 Lessons，Harari 時事之作，較前作鬆散,推測,,0101-01-01 00:00:00
別笑!我是法語學習書,Jang-Soo Joo,紙本書、3. language,3.0,語言教材,韓系圖解法語入門教材，親民實用,推測,,0101-01-01 00:00:00
法文文法快易通,Delatour,紙本書、3. language,4.0,領域重要,原書 Nouvelle Grammaire du Français，索邦大學系列，法語文法權威參考書,推測,,0101-01-01 00:00:00
懂英語就會說法語,久松健一,紙本書、3. language,3.0,語言教材,以英語知識學法語的日系教材，取徑聰明,推測,,0101-01-01 00:00:00
三個月外語流利術,Benny Lewis,紙本書、3. language,3.0,暢銷好評,原書 Fluent in 3 Months，暢銷勵志型語言書，標題爭議大，非學術著作,推測,,0101-01-01 00:00:00
英式英語生活小酒館,Kari R. Twohig,紙本書、3. language,2.0,小眾特定,同作者系列，英式文化小品，小眾趣味讀物,推測,,0101-01-01 00:00:00
英式英語生活下午茶,Kari R. Twohig,紙本書、3. language,2.0,小眾特定,英式文化小品，非語言學習經典,推測,,0101-01-01 00:00:00
彩繪法語,杉山貴美,紙本書、3. language,,無法評估,法語學習教材，無公開評價可考,,,0101-01-01 00:00:00
法語動詞——變位及解說,王允道,紙本書、3. language,,無法評估,法語動詞變位參考書，無公開評價可考,,,0101-01-01 00:00:00
失落的致富經典,Wallace D. Wattles,紙本書、2. mind,3.0,流行暢銷,1910 年新思想運動經典,推測,,0101-01-01 00:00:00
財富的吸引力法則,Esther Hicks,紙本書、2. mind,2.0,流行暢銷,吸引力法則代表作,推測,,0101-01-01 00:00:00
覺醒的你,Michael A. Singer,紙本書、2. mind,3.0,靈性暢銷,NYT 暢銷書,推測,,0101-01-01 00:00:00
力量,Rhonda Byrne,紙本書、2. mind,2.0,流行暢銷,吸引力法則續集,推測,,0101-01-01 00:00:00
簡單生活清單,Dominique Loreau,紙本書、4. self-dev,2.0,小眾作品,法國極簡生活作者，英語世界資料有限,推測,,0101-01-01 00:00:00
我決定簡單的生活,佐佐木典士,紙本書、4. self-dev,3.0,極簡暢銷,佐佐木典士極簡主義代表作，日系暢銷,推測,,0101-01-01 00:00:00
理想的簡單生活,Dominique Loreau,紙本書、4. self-dev,2.0,小眾作品,原名 L'art de la simplicité，法國作者，英語世界認知度有限,推測,,0101-01-01 00:00:00
網格系統 字體編排原則,Josef Müller-Brockmann,3. aesthetic/design、紙本書,5.0,平面設計正典,原名 Grid Systems，Müller-Brockmann 網格系統聖經,推測,,0101-01-01 00:00:00
設計幾何學,Kimberly Elam,3. aesthetic/design、紙本書,4.0,設計教育經典,原名 Geometry of Design，比例與構成的標準教材,推測,,0101-01-01 00:00:00
字體傳奇:影響世界的 Helvetica,Lars Müller,3. aesthetic/design、紙本書,3.0,字體文化誌,Helvetica 五十週年紀念文集，同好向,推測,,0101-01-01 00:00:00
Typographic 文字排版設計系統,Kimberly Elam,3. aesthetic/design、紙本書,4.0,設計教育經典,原名 Typographic Systems，Elam 編排系統教材,推測,,0101-01-01 00:00:00
字的設計有道理,Ellen Lupton,3. aesthetic/design、紙本書,4.0,字體設計教育名作,Ellen Lupton 字體設計教育代表作之一,推測,,0101-01-01 00:00:00
好 logo，如何好？,David Airey,3. aesthetic/design、紙本書,3.0,專業實用,原名 Logo Design Love，標誌設計實務人氣書,推測,,0101-01-01 00:00:00
字型散步,柯志杰| 蘇煒翔,3. aesthetic/design、紙本書,4.0,台灣字體啟蒙之作,justfont 團隊著，台灣街頭字體觀察的開創書,推測,,0101-01-01 00:00:00
字型之不思議,小林章,3. aesthetic/design、紙本書,4.0,字體名家隨筆,Monotype 字體總監小林章的字體文化名作,推測,,0101-01-01 00:00:00
Just My Type,Simon Garfield,3. aesthetic/design、紙本書,3.0,字體大眾科普,原名 Just My Type，字體故事暢銷書,推測,,0101-01-01 00:00:00
西藏旅行記,河口慧海 (Ekai Kawaguchi),紙本書、1. non-fiction/散文,3.0,暢銷好評,原書 Three Years in Tibet，1900年代初入藏紀錄，在藏學探險文獻中有歷史價值，但非該領域核心經典,推測,,0101-01-01 00:00:00
人慈,Rutger Bregman,紙本書、1. non-fiction/紀實,4.0,歷史佳作,Sunday Times/NYT 暢銷書，Timothy Snyder（《暴政》作者）推薦，人性本善的歷史論證,推測,,0101-01-01 00:00:00
愛的藝術,Erich Fromm,2. philosophy、紙本書,5.0,心理哲學經典,原名 The Art of Loving，1956 年出版，人本心理學與愛的哲學經典,推測,,0101-01-01 00:00:00
再見，平庸世代,Tyler Cowen,#台版、紙本書、1. non-fiction/紀實,3.0,暢銷好評,知名經濟學者的趨勢預測書，有影響力但屬通俗經濟評論，非學術經典,推測,,0101-01-01 00:00:00
閱讀地圖,Alberto Manguel,1. BoB、紙本書,5.0,閱讀史經典,A History of Reading (1996)，Prix Médicis Essai，TLS 年度好書,推測,,0101-01-01 00:00:00
如何閱讀西方正典,Harold Bloom,紙本書、1. theorie litteraire,5.0,批評大師經典,《西方正典》(1994) 作者，耶魯 Sterling 教授，影響巨大但具爭議性的正典捍衛者,推測,,0101-01-01 00:00:00
西方經典的當代閱讀 (上),David Denby,1. BoB、紙本書,4.0,文化紀實佳作,1996 National Bestseller，NYT 稱「心智冒險」，哥大核心課程重讀記,推測,,0101-01-01 00:00:00
西方經典的當代閱讀 (下),David Denby,1. BoB、紙本書,4.0,文化紀實佳作,同上，Great Books 完整閱讀體驗下冊,推測,,0101-01-01 00:00:00
波赫士的魔幻圖書館,Alberto Manguel,1. BoB、紙本書,4.0,文學回憶錄,2004 Prix du livre en Poitou-Charentes 得主，親身見證 Borges 的珍貴回憶,推測,,0101-01-01 00:00:00
如何做好研究論文？,上野千鶴子,2. methodology、紙本書,3.0,學術方法入門,日本知名女性主義社會學者，東大名譽教授，TIME 2024 百大人物，但此書為方法論入門非其核心著作,推測,,0101-01-01 00:00:00
研究生完全求生手冊,彭明輝,2. methodology、紙本書,4.0,學術指南經典,彭明輝代表作，台灣研究生指南標準書,推測,,0101-01-01 00:00:00
人生勝利聖經,Timothy Ferriss,紙本書、4. self-dev,3.0,流行暢銷,原名 Tools of Titans，Podcast 訪談集結，暢銷但屬綜合/衍生作品,推測,,0101-01-01 00:00:00
思辨與立場,Richard Paul,#中譯、2. methodology、紙本書,4.0,批判思維佳作,批判思維基金會創辦人，哈佛/芝加哥/伊利諾大學講座，多國語言翻譯，領域重要著作,推測,,0101-01-01 00:00:00
一個嚮往清晰的夢：荷蘭現代主義的設計公司與視覺識別,Wibo Bakker,3. aesthetic/design、紙本書,4.0,小眾學術,原名 Droom van helderheid，荷蘭設計史扎實專著,推測,,0101-01-01 00:00:00
Typography Sketchbooks,Steven Heller,3. aesthetic/design、紙本書,3.0,設計圖錄,Heller 編選的字體設計師手稿集，賞玩向,推測,,0101-01-01 00:00:00
The Elements of Typographic Style,Robert Bringhurst,3. aesthetic/design、紙本書,5.0,字體排印聖經,原名 The Elements of Typographic Style，字體排印正典,推測,,0101-01-01 00:00:00
How to TYPE 世界創意字體設計 100,IDEAfried Studio,3. aesthetic/design、紙本書,3.0,設計圖錄,創意字體作品集錦，參考賞玩向,推測,,0101-01-01 00:00:00
64 GB Eminent Creatives From Great Britain,Victionary,3. aesthetic/design、紙本書,3.0,設計圖錄,Victionary 英國創意人選輯，賞玩向,推測,,0101-01-01 00:00:00
字體的編排設計與應用,Rob Carter,3. aesthetic/design、紙本書,4.0,字體排印教科書,原名 Typographic Design，美國字體排印標準教科書,推測,,0101-01-01 00:00:00
I Love Type Seres - Gill Sans,TwoPoints.Net,3. aesthetic/design、紙本書,3.0,字體專題圖錄,I Love Type 系列 Gill Sans 專輯，同好向,推測,,0101-01-01 00:00:00
The Best American Infographics 2013,Gareth Cook,3. aesthetic/design、紙本書,3.0,資訊圖表年選,美國資訊圖表年度選集，策展佳,推測,,0101-01-01 00:00:00
Scripts-Elegant Lettering From Design's Golden Age,Steven Heller,3. aesthetic/design、紙本書,3.0,設計圖錄,Heller 與 Fili 的手寫字黃金年代圖錄,推測,,0101-01-01 00:00:00
The Geometry of Type,Stephen Coles,3. aesthetic/design、紙本書,4.0,字體解剖參考書,原名 The Geometry of Type，字體結構分析權威參考,推測,,0101-01-01 00:00:00
New Super Identity,Ashley Chan,3. aesthetic/design、紙本書,,無法評估,識別設計作品集，無公開評價可考,,,0101-01-01 00:00:00
歐文字體1 基礎知識與應用方法,小林章,3. aesthetic/design、紙本書,4.0,歐文字體標準教材,小林章歐文字體第一冊，華文圈學歐文的標準書,推測,,0101-01-01 00:00:00
Mastering Calligraphy,Gaye Godfrey-Nicholls,3. aesthetic/design、紙本書,3.0,書法實用,原名 Mastering Calligraphy，西洋書法完整教程,推測,,0101-01-01 00:00:00
タイポグラフィの基礎,小宮山博史,3. aesthetic/design、紙本書,4.0,日文排印權威,小宮山博史的排印基礎，日本字體學術權威之作,推測,,0101-01-01 00:00:00
喚醒你心中的大師,Robert Greene,紙本書、4. self-dev,4.0,領域佳作,原名 Mastery，《乘權乘勢》作者，深度研究歷史案例的精通之道,推測,,0101-01-01 00:00:00
大人的畫畫課,B6速寫男,3. aesthetic/design、紙本書,3.0,繪畫教學人氣作,B6速寫男的速寫入門，台灣人氣教學,推測,,0101-01-01 00:00:00
去倫敦上插畫課,朴相姬,3. aesthetic/design、紙本書,3.0,插畫留學隨筆,韓國插畫家倫敦學習記，輕量勵志,推測,,0101-01-01 00:00:00
會拿筆就會畫,Bert Dodson,3. aesthetic/design、紙本書,4.0,素描教學經典,原名 Keys to Drawing，Dodson 素描教學長銷經典,推測,,0101-01-01 00:00:00
手繪城市: 畫遍全世界,Gabriel Campanario,3. aesthetic/design、紙本書,4.0,城市速寫代表作,原名 The Art of Urban Sketching，城市速寫運動定調書,推測,,0101-01-01 00:00:00
漫畫原來要這樣看,Scott McCloud,3. aesthetic/design、紙本書,5.0,漫畫理論正典,原名 Understanding Comics，漫畫學理論奠基經典,推測,,0101-01-01 00:00:00
愛書人,Jane Mount,3. aesthetic/design、紙本書,3.0,愛書禮物書,原名 Bibliophile，插畫書單禮物書，賞心悅目,推測,,0101-01-01 00:00:00
逛書架,逛書架編輯小組,3. aesthetic/design、紙本書,3.0,書房攝影文集,台灣愛書人書架探訪企劃，同好趣味,推測,,0101-01-01 00:00:00
書．設計,Works 編輯部,3. aesthetic/design、紙本書,3.0,書籍設計圖錄,日本書籍設計案例集，參考向,推測,,0101-01-01 00:00:00
看設計,La Vie 編輯部,3. aesthetic/design、紙本書,3.0,設計雜誌選輯,La Vie 設計案例集結，雜誌選輯性質,推測,,0101-01-01 00:00:00
設計生意經,Keith Granet,3. aesthetic/design、紙本書,3.0,設計經營實用,原名 The Business of Design，設計公司經營實務,推測,,0101-01-01 00:00:00
如何成為頂尖設計師,Adrian Shaughnessy,3. aesthetic/design、紙本書,4.0,設計職涯經典,原名 How to Be a Graphic Designer...，設計職涯必讀名作,推測,,0101-01-01 00:00:00
設計全書 A-Z,Terence Conran,3. aesthetic/design、紙本書,3.0,設計生活參考,設計教父 Conran 的居家設計百科，參考向,推測,,0101-01-01 00:00:00
身體調校聖經,Timothy Ferriss,紙本書、3. health,3.0,自我實驗暢銷,同《身體調教聖經》重複收錄，4-Hour Body 台版,推測,,0101-01-01 00:00:00
正念跑步,Mackenzie L. Havey,紙本書,3.0,運動身心實用,原名 Mindful Running，正念跑步實用書,推測,,0101-01-01 00:00:00
我們的語言,紀蔚然,紙本書,4.0,名家語言隨筆,國家文藝獎劇作家紀蔚然的台灣語言考察,推測,,0101-01-01 00:00:00
理想國篇——譯注與詮釋,Plato,#台版、紙本書、📚fundamental reading list,5.0,哲學正典,柏拉圖《理想國》學術譯注本，西方哲學正典,推測,,0101-01-01 00:00:00
呼吸,Ted Chiang,紙本書,5.0,當代科幻正典,原名 Exhalation，姜峯楠小說集，雨果星雲獎多篇,推測,,0101-01-01 00:00:00
馴羊記,徐振輔,紙本書,4.0,台灣自然書寫新銳,2022 台北國際書展大獎，西藏書寫傑作,推測,,0101-01-01 00:00:00
鷹與心的追尋,Helen Macdonald,紙本書,4.0,自然書寫名作,原名 H is for Hawk，Samuel Johnson 獎與 Costa 年度書,推測,,0101-01-01 00:00:00
屠夫渡口,John Williams,紙本書,4.0,重新發現的經典,原名 Butcher's Crossing，Stoner 作者的西部文學傑作,推測,,0101-01-01 00:00:00
1Q84,村上春樹,紙本書,4.0,名家大長篇,村上春樹晚期代表長篇，評價高但非其巔峰,推測,read,0101-01-01 00:00:00
挪威的森林 (上),村上春樹,紙本書,5.0,村上正典,村上春樹突破之作（ノルウェイの森），當代日本文學經典,推測,read,0101-01-01 00:00:00
挪威的森林 (下),村上春樹,紙本書,5.0,村上正典,《挪威的森林》下冊，同上,推測,read,0101-01-01 00:00:00
舞·舞·舞。(上),村上春樹,紙本書,4.0,村上重要長篇,鼠三部曲後續，村上前期重要作品,推測,read,0101-01-01 00:00:00
舞·舞·舞。(下),村上春樹,紙本書,4.0,村上重要長篇,《舞·舞·舞》下冊，同上,推測,read,0101-01-01 00:00:00
雨天炎天,村上春樹,紙本書,3.0,名家遊記,村上春樹土耳其希臘紀行，輕量遊記,推測,,0101-01-01 00:00:00
遇見 100% 的女孩,村上春樹,紙本書,3.0,名家短篇集,村上早期短篇集，輕巧之作,推測,read,0101-01-01 00:00:00
國境之南、太陽之西,村上春樹,紙本書,3.0,名家中型長篇,村上中期作品，評價中上,推測,read,0101-01-01 00:00:00
發條鳥年代記 第一部鵲賊篇,村上春樹,紙本書,5.0,村上正典,《發條鳥年代記》獲讀賣文學賞，公認村上最高傑作,推測,read,0101-01-01 00:00:00
發條鳥年代記 第二部預言鳥篇,村上春樹,紙本書,5.0,村上正典,《發條鳥年代記》第二部，同上,推測,read,0101-01-01 00:00:00
發條鳥年代記 第三部刺鳥人篇,村上春樹,紙本書,5.0,村上正典,《發條鳥年代記》第三部，同上,推測,read,0101-01-01 00:00:00
迴轉木馬的終端,村上春樹,紙本書,3.0,名家短篇集,村上中期連作集，寫實轉向的過渡之作,推測,,0101-01-01 00:00:00
人造衛星情人,村上春樹,紙本書,3.0,名家中型長篇,村上中期作品（スプートニクの恋人），評價中等,推測,read,0101-01-01 00:00:00
神的孩子都在跳舞,村上春樹,紙本書,4.0,名家短篇集,地震後連作短篇（神の子どもたちはみな踊る），評價甚高,推測,,0101-01-01 00:00:00
村上收音機,村上春樹,紙本書,3.0,名家專欄小品,村上生活隨筆專欄集，輕鬆小品,推測,,0101-01-01 00:00:00
黑夜之後,村上春樹,紙本書,3.0,名家中型長篇,村上實驗性夜間敘事，評價中等,推測,read,0101-01-01 00:00:00
關於跑步我說的其實是,村上春樹,紙本書,4.0,跑步文學名作,村上跑步回憶錄，散文代表作，跑步文學經典,推測,read,0101-01-01 00:00:00
The Wind-Up Bird Chronicle,村上春樹,紙本書,5.0,村上正典,The Wind-Up Bird Chronicle 英譯本，與中文版重複收錄,推測,,0101-01-01 00:00:00
Norwegian Wood,村上春樹,紙本書,5.0,村上正典,Norwegian Wood 英譯本，與中文版重複收錄,推測,,0101-01-01 00:00:00
刺殺騎士團長 第1部 意念顯現篇,村上春樹,紙本書,3.0,名家大長篇,村上近年長篇，評價分歧,推測,read,0101-01-01 00:00:00
刺殺騎士團長 第2部 隱喻遷移篇,村上春樹,紙本書,3.0,名家大長篇,《刺殺騎士團長》第2部，同上,推測,read,0101-01-01 00:00:00
村上先生的愛樂電台,村上春樹,紙本書,3.0,名家音樂隨筆,村上電台音樂話題集，輕鬆小品,推測,,0101-01-01 00:00:00
沒有色彩的多崎作和他的巡禮之年,村上春樹,紙本書,3.0,名家長篇,村上暢銷長篇，評價中上,推測,read,0101-01-01 00:00:00
身爲職業小說家,村上春樹,1. BoB、紙本書,4.0,名家創作論,村上自傳性創作論（職業としての小説家），寫作者必讀,推測,read,0101-01-01 00:00:00
貓頭鷹在黃昏起飛,村上春樹,1. BoB、紙本書,3.0,名家長訪談,川上未映子訪村上，深度訪談集,推測,,0101-01-01 00:00:00
Kafka on the Shore,村上春樹,紙本書,5.0,村上正典,Kafka on the Shore 英譯本，世界文學獎項肯定,推測,,0101-01-01 00:00:00
巴黎異想,Éric Faye,紙本書,3.0,法國小品,法蘭西學院小說獎得主的巴黎奇想小品,推測,,0101-01-01 00:00:00
帶著鮭魚去旅行,Umberto Eco,紙本書,3.0,名家幽默小品,原名 Il secondo diario minimo，Eco 諷刺專欄集,推測,,0101-01-01 00:00:00
砰！,Nick Hornby,紙本書,3.0,名家次要作,原名 Slam，Hornby 的青少年小說，次要作品,推測,,0101-01-01 00:00:00
正常人,Sally Rooney,紙本書,4.0,世代代表作,原名 Normal People，Costa 獎，千禧世代文學現象,推測,,0101-01-01 00:00:00
一個年輕藝術家的畫像,James Joyce,紙本書,5.0,現代主義正典,原名 A Portrait of the Artist as a Young Man，喬伊斯正典,推測,,0101-01-01 00:00:00
都柏林人,James Joyce,紙本書,5.0,現代主義正典,原名 Dubliners，短篇小說藝術的正典,推測,,0101-01-01 00:00:00
在路上,Jack Kerouac,紙本書,5.0,垮世代正典,原名 On the Road，垮世代文學奠基經典,推測,,0101-01-01 00:00:00
成為賈伯斯,Brent Schlender,紙本書,3.0,科技傳記,原名 Becoming Steve Jobs，圈內人推崇的賈伯斯傳,推測,,0101-01-01 00:00:00
綠燈,Matthew McConaughey,紙本書,3.0,名人回憶錄,原名 Greenlights，麥康納回憶錄，暢銷好評,推測,,0101-01-01 00:00:00
建築家安藤忠雄,安藤忠雄,紙本書,4.0,建築大師自傳,安藤忠雄自傳，建築人必讀的奮鬥記,推測,,0101-01-01 00:00:00
窮查理的普通常識,Charles T. Munger,紙本書,4.0,投資思想經典,原名 Poor Charlie's Almanack，蒙格思想集，價值投資圈聖經,推測,,0101-01-01 00:00:00
師父,J.M. Coetzee,紙本書,4.0,諾獎名家作品,原名 The Master of Petersburg，柯慈中期力作,推測,,0101-01-01 00:00:00
精實創業,Eric Ries,紙本書,4.0,創業方法論經典,原名 The Lean Startup，精實創業運動定調之作,推測,,0101-01-01 00:00:00
不平等優勢創業,Ash Ali| Hasan Kubba,紙本書,3.0,創業實用,原名 The Unfair Advantage，英國商業書獎，實用,推測,,0101-01-01 00:00:00
長期買進,周冠男,紙本書,3.0,台灣理財普及,政大教授的長期投資科普，台灣暢銷好評,推測,,0101-01-01 00:00:00
